"DateTime","Primary sales USD","Secondary sales USD"
"2019-01-10 00:00:00",16887.47,25950.64
"2019-01-11 00:00:00",42920.46,16993.74
"2019-01-12 00:00:00",37618.25,32768.14
"2019-01-13 00:00:00",59304.42,26835.58
"2019-01-14 00:00:00",43718.83,62028.14
"2019-01-15 00:00:00",9117.25,24257.09
"2019-01-16 00:00:00",54418.75,13388.88
"2019-01-17 00:00:00",10476.89,34691
"2019-01-18 00:00:00",20663.56,36444.55
"2019-01-19 00:00:00",13749.53,26130.8
"2019-01-20 00:00:00",13574.72,50062.37
"2019-01-21 00:00:00",15834.87,18105.21
"2019-01-22 00:00:00",9583.76,15266.42
"2019-01-23 00:00:00",13062.25,14516.74
"2019-01-24 00:00:00",12628.43,15250.9
"2019-01-25 00:00:00",20477.66,24490.66
"2019-01-26 00:00:00",20697.07,16067.3
"2019-01-27 00:00:00",20439.9,39505.3
"2019-01-28 00:00:00",38977,22802.56
"2019-01-29 00:00:00",7959.89,17366.4
"2019-01-30 00:00:00",869010.47,20796.79
"2019-01-31 00:00:00",13234.92,15280.97
"2019-02-01 00:00:00",10443.09,20620.75
"2019-02-02 00:00:00",14812.75,22440.05
"2019-02-03 00:00:00",17115.18,23508.16
"2019-02-04 00:00:00",10853.12,19599.87
"2019-02-05 00:00:00",19996.96,36026.94
"2019-02-06 00:00:00",26181.56,25903.4
"2019-02-07 00:00:00",20715.57,14299.34
"2019-02-08 00:00:00",8917.09,19125.38
"2019-02-09 00:00:00",14170.91,11978.19
"2019-02-10 00:00:00",31781.77,21969.05
"2019-02-11 00:00:00",25732.97,18293.69
"2019-02-12 00:00:00",9863.56,18034.09
